raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
"METAR WBGR 280100Z 22006KT 180V300 8000 FEW016 29/25 Q1010",WBGR,2026-04-28T01:00:00.000Z,4.3220,113.9870,29,25,220,6,,4.97,29.82,,,,,,,,,,,FEW,1600,,,,,,,MVFR,,,,,,,,,,,,METAR,18
"METAR WBGS 280100Z 19003KT 140V260 9999 FEW008 SCT016 23/22 Q1010",WBGS,2026-04-28T01:00:00.000Z,2.2640,111.9830,23,22,190,3,,6+,29.82,,,,,,,,,,,FEW,800,SCT,1600,,,,,VFR,,,,,,,,,,,,METAR,26
"METAR WBKL 280100Z 21004KT 140V290 9999 FEW015 30/26 Q1010",WBKL,2026-04-28T01:00:00.000Z,5.3010,115.2500,30,26,210,4,,6+,29.82,,,,,,,,,,,FEW,1500,,,,,,,VFR,,,,,,,,,,,,METAR,29
"METAR WBKS 280100Z VRB04KT 9999 SCT016 31/25 Q1011",WBKS,2026-04-28T01:00:00.000Z,5.9010,118.0590,31,25,0,4,,6+,29.85,,,,,,,,,,,SCT,1600,,,,,,,VFR,,,,,,,,,,,,METAR,13
"METAR WBKT 280100Z VRB05KT 9999 FEW014 30/26 Q1010",WBKT,2026-04-28T01:00:00.000Z,6.9220,116.8370,30,26,0,5,,6+,29.82,,,,,,,,,,,FEW,1400,,,,,,,VFR,,,,,,,,,,,,METAR,11
"METAR WBKW 280100Z 17004KT 9999 SCT016 31/27 Q1011",WBKW,2026-04-28T01:00:00.000Z,4.3160,118.1190,31,27,170,4,,6+,29.85,,,,,,,,,,,SCT,1600,,,,,,,VFR,,,,,,,,,,,,METAR,17
"METAR CYHK 280100Z AUTO 20012KT 9SM CLR M15/M17 A3018 RMK SLP228",CYHK,2026-04-28T01:00:00.000Z,68.6330,-95.8510,-15,-17,200,12,,9,30.18,1022.8,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,36
"METAR CYHU 280100Z AUTO 07003KT 9SM CLR 18/03 A3015 RMK SLP213",CYHU,2026-04-28T01:00:00.000Z,45.5160,-73.4150,18,3,70,3,,9,30.15,1021.3,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,26
"METAR CYHY 280100Z 07010KT 15SM FEW160 SCT250 M02/M06 A3005 RMK AC1CI2 AC TR SLP192",CYHY,2026-04-28T01:00:00.000Z,60.8390,-115.7810,-2,-6,70,10,,15,30.05,1019.2,,,,,,,,,,FEW,16000,SCT,25000,,,,,VFR,,,,,,,,,,,,METAR,159
"METAR CYMO 280100Z AUTO 07006KT 9SM FEW190 04/00 A2990 RMK SLP127",CYMO,2026-04-28T01:00:00.000Z,51.2920,-80.6070,4,0,70,6,,9,29.90,1012.7,,TRUE,,,,,,,,FEW,19000,,,,,,,VFR,,,,,,,,,,,,METAR,8
"METAR CYMT 280100Z AUTO 08004KT 9SM CLR 09/M04 A3013 RMK SLP218",CYMT,2026-04-28T01:00:00.000Z,49.7790,-74.5270,9,-4,80,4,,9,30.13,1021.8,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,388
"METAR CYNA 280100Z AUTO 09004KT 9SM CLR M01/M02 A3033 RMK SLP273",CYNA,2026-04-28T01:00:00.000Z,50.1900,-61.7890,-1,-2,90,4,,9,30.33,1027.3,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,9
"METAR CYND 280100Z 03002KT 15SM FEW250 14/03 A3012 RMK CI2 LAST STFD OBS/NXT 281100Z SLP204",CYND,2026-04-28T01:00:00.000Z,45.5200,-75.5630,14,3,30,2,,15,30.12,1020.4,,,,,,,,,,FEW,25000,,,,,,,VFR,,,,,,,,,,,,METAR,57
"METAR CYNE 280100Z AUTO 32006KT 270V340 9SM BKN047 03/M06 A3001 RMK SLP177",CYNE,2026-04-28T01:00:00.000Z,53.9580,-97.8450,3,-6,320,6,,9,30.01,1017.7,,TRUE,,,,,,,,BKN,4700,,,,,,,VFR,,,,,,,,,,,,METAR,220
"METAR CYNM 280100Z AUTO 13004KT 9SM CLR 08/M03 A3004 RMK SLP184",CYNM,2026-04-28T01:00:00.000Z,49.7590,-77.7930,8,-3,130,4,,9,30.04,1018.4,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,276
"METAR CYOD 280100Z 25005KT 220V280 15SM FEW130 04/M06 A3000 RMK AC1 DENSITY ALT 717FT SLP191",CYOD,2026-04-28T01:00:00.000Z,54.4100,-110.2870,4,-6,250,5,,15,30.00,1019.1,,,,,,,,,,FEW,13000,,,,,,,VFR,,,,,,,,,,,,METAR,540
"METAR CYOJ 280100Z 15004KT 15SM SKC 07/M06 A2995 RMK LAST STFD OBS/NXT 281400Z SLP165",CYOJ,2026-04-28T01:00:00.000Z,58.6280,-117.1740,7,-6,150,4,,15,29.95,1016.5,,,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,339
"METAR CYOY 280100Z 36002KT 15SM FEW210 07/02 A3019 RMK CI1 DENSITY ALT -505FT SLP228",CYOY,2026-04-28T01:00:00.000Z,46.9000,-71.5030,7,2,360,2,,15,30.19,1022.8,,,,,,,,,,FEW,21000,,,,,,,VFR,,,,,,,,,,,,METAR,167
"METAR CYPA 280100Z 23007KT 15SM BKN055 BKN270 01/M05 A3004 RMK SC6CI1 SLP200",CYPA,2026-04-28T01:00:00.000Z,53.2170,-105.6790,1,-5,230,7,,15,30.04,1020,,,,,,,,,,BKN,5500,BKN,27000,,,,,VFR,,,,,,,,,,,,METAR,428
"METAR CYQF 280100Z AUTO 14007KT 9SM CLR 07/M07 A2989 RMK SLP164",CYQF,2026-04-28T01:00:00.000Z,52.1790,-113.9030,7,-7,140,7,,9,29.89,1016.4,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,912
"METAR CYQH 280100Z 00000KT 30SM BKN095 BKN210 11/M04 A2982 RMK AC5CI2 SLP125 DENSITY ALT 2500FT",CYQH,2026-04-28T01:00:00.000Z,60.1160,-128.8320,11,-4,0,0,,30,29.82,1012.5,,,,,,,,,,BKN,9500,BKN,21000,,,,,VFR,,,,,,,,,,,,METAR,692
"METAR CYQK 280100Z 02009G15KT 20SM FEW017 BKN032 OVC065 05/01 A2979 RMK SC1SC6SC1 SLP106",CYQK,2026-04-28T01:00:00.000Z,49.7910,-94.3610,5,1,20,9,15,20,29.79,1010.6,,,,,,,,,,FEW,1700,BKN,3200,OVC,6500,,,VFR,,,,,,,,,,,,METAR,413
"METAR CYQL 280100Z 03004KT 350V050 30SM SCT070 BKN093 08/M06 A2988 RMK AC5AC2 VIRGA SLP153",CYQL,2026-04-28T01:00:00.000Z,49.6270,-112.7920,8,-6,30,4,,30,29.88,1015.3,,,,,,,,,,SCT,7000,BKN,9300,,,,,VFR,,,,,,,,,,,,METAR,923
"METAR CYQR 280100Z 26005KT 15SM BKN044 01/M08 A3006 RMK SC7 SLP211",CYQR,2026-04-28T01:00:00.000Z,50.4270,-104.6700,1,-8,260,5,,15,30.06,1021.1,,,,,,,,,,BKN,4400,,,,,,,VFR,,,,,,,,,,,,METAR,576
"METAR CYQU 280100Z 07006KT 020V090 25SM FEW120 11/M07 A2989 RMK AC1 AC TR SLP153",CYQU,2026-04-28T01:00:00.000Z,55.1820,-118.8820,11,-7,70,6,,25,29.89,1015.3,,,,,,,,,,FEW,12000,,,,,,,VFR,,,,,,,,,,,,METAR,668
"METAR CYQV 280100Z AUTO 31011KT 9SM OVC033 00/M05 A3005 RMK SLP207",CYQV,2026-04-28T01:00:00.000Z,51.2600,-102.4610,0,-5,310,11,,9,30.05,1020.7,,TRUE,,,,,,,,OVC,3300,,,,,,,VFR,,,,,,,,,,,,METAR,493
"METAR CYQW 280100Z AUTO 06005KT 020V110 9SM BKN140 01/M06 A3006 RMK SLP211",CYQW,2026-04-28T01:00:00.000Z,52.7690,-108.2510,1,-6,60,5,,9,30.06,1021.1,,TRUE,,,,,,,,BKN,14000,,,,,,,VFR,,,,,,,,,,,,METAR,545
"METAR CYQZ 280100Z AUTO 00000KT 9SM CLR 19/M04 A2978 RMK SLP101 DENSITY ALT 2800FT",CYQZ,2026-04-28T01:00:00.000Z,53.0270,-122.5060,19,-4,0,0,,9,29.78,1010.1,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,548
"METAR CWAE 280100Z 18009KT 15SM SCT058TCU SCT100 15/04 A2991 RMK TCU3AC1 LAST OBS/NXT 281300Z WIND EST SLP134 DENSITY ALT 2700FT",CWAE,2026-04-28T01:00:00.000Z,50.1290,-122.9550,15,4,180,9,,15,29.91,1013.4,,,,,,,,,,SCT,5800,SCT,10000,,,,,VFR,,,,,,,,,,,,METAR,658
"METAR CYAY 280100Z AUTO 15011KT 9SM CLR M02/M05 A3035 RMK SLP280",CYAY,2026-04-28T01:00:00.000Z,51.3900,-56.0810,-2,-5,150,11,,9,30.35,1028,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,23
"METAR CYAZ 280100Z 21004KT 180V260 15SM OVC011 11/09 A3005 RMK SC8 LAST STFD OBS/NXT 281300Z SLP178",CYAZ,2026-04-28T01:00:00.000Z,49.0800,-125.7670,11,9,210,4,,15,30.05,1017.8,,,,,,,,,,OVC,1100,,,,,,,MVFR,,,,,,,,,,,,METAR,26
"METAR CYBD 280100Z 24009G21KT 15SM SCT130 BKN260 15/04 A2994 RMK AC4CI3 LAST STFD OBS/NXT 281300Z/ SLP140",CYBD,2026-04-28T01:00:00.000Z,52.3880,-126.5890,15,4,240,9,21,15,29.94,1014,,,,,,,,,,SCT,13000,BKN,26000,,,,,VFR,,,,,,,,,,,,METAR,40
"METAR CYBK 280100Z 34008KT 20SM SCT090 SCT220 M12/M15 A3024 RMK AC3CI1 CI TR SLP244",CYBK,2026-04-28T01:00:00.000Z,64.3060,-96.0780,-12,-15,340,8,,20,30.24,1024.4,,,,,,,,,,SCT,9000,SCT,22000,,,,,VFR,,,,,,,,,,,,METAR,14
"METAR CYBL 280100Z 09006KT 30SM SCT040 16/07 A2999 RMK SC3 SLP159",CYBL,2026-04-28T01:00:00.000Z,49.9510,-125.2690,16,7,90,6,,30,29.99,1015.9,,,,,,,,,,SCT,4000,,,,,,,VFR,,,,,,,,,,,,METAR,94
"METAR CYBR 280100Z 31014G20KT 15SM FEW060 SCT250 05/M06 A2997 RMK SC1CI2 SLP171",CYBR,2026-04-28T01:00:00.000Z,49.9100,-99.9450,5,-6,310,14,20,15,29.97,1017.1,,,,,,,,,,FEW,6000,SCT,25000,,,,,VFR,,,,,,,,,,,,METAR,405
"METAR CYBU 280100Z AUTO 30003KT 9SM OVC049 01/M05 A3006 RMK SLP204",CYBU,2026-04-28T01:00:00.000Z,53.3330,-104.0050,1,-5,300,3,,9,30.06,1020.4,,TRUE,,,,,,,,OVC,4900,,,,,,,VFR,,,,,,,,,,,,METAR,369
"METAR CYBW 280100Z AUTO /////KT 9SM CLR 07/M06 A2986 RMK SLP159",CYBW,2026-04-28T01:00:00.000Z,51.1080,-114.3820,7,-6,,,,9,29.86,1015.9,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,1197
"METAR SCEL 280100Z 14006KT 9999 SCT100 BKN130 16/05 Q1019 NOSIG",SCEL,2026-04-28T01:00:00.000Z,-33.3930,-70.7860,16,5,140,6,,6+,30.09,,,,,,TRUE,,,,,SCT,10000,BKN,13000,,,,,VFR,,,,,,,,,,,,METAR,478
"METAR CYBX 280100Z 06002KT 15SM FEW250 M02/M05 A3035 RMK CI2 SLP284",CYBX,2026-04-28T01:00:00.000Z,51.4420,-57.1880,-2,-5,60,2,,15,30.35,1028.4,,,,,,,,,,FEW,25000,,,,,,,VFR,,,,,,,,,,,,METAR,32
"METAR CYCB 280100Z 19009KT 15SM FEW120 FEW240 M09/M11 A3004 RMK AC1CI1 SLP178",CYCB,2026-04-28T01:00:00.000Z,69.1060,-105.1160,-9,-11,190,9,,15,30.04,1017.8,,,,,,,,,,FEW,12000,FEW,24000,,,,,VFR,,,,,,,,,,,,METAR,19
"METAR CYCD 280100Z 08005KT 15SM BKN036 14/08 A3000 RMK SC7 SLP163",CYCD,2026-04-28T01:00:00.000Z,49.0520,-123.8740,14,8,80,5,,15,30.00,1016.3,,,,,,,,,,BKN,3600,,,,,,,VFR,,,,,,,,,,,,METAR,30
"METAR CYCG 280100Z 19013KT 15SM BKN130 18/M03 A2979 RMK AC5 SLP097 DENSITY ALT 2600FT",CYCG,2026-04-28T01:00:00.000Z,49.2950,-117.6340,18,-3,190,13,,15,29.79,1009.7,,,,,,,,,,BKN,13000,,,,,,,VFR,,,,,,,,,,,,METAR,487
"METAR CYCO 280100Z 22014KT 15SM FEW020 FEW060 SCT080 OVC260 M02/M05 A2998 RMK SC1SC2AS3CS3 SC TR SLP155",CYCO,2026-04-28T01:00:00.000Z,67.8170,-115.1350,-2,-5,220,14,,15,29.98,1015.5,,,,,,,,,,FEW,2000,FEW,6000,SCT,8000,OVC,26000,VFR,,,,,,,,,,,,METAR,20
"METAR CYCP 280100Z 36005KT 320V050 15SM FEW080 16/M09 A2983 RMK CU1 CU TR LAST STFD OBS/NXT281300Z SLP125 DENSITY ALT 3000FT",CYCP,2026-04-28T01:00:00.000Z,52.1290,-119.2900,16,-9,360,5,,15,29.83,1012.5,,,,,,,,,,FEW,8000,,,,,,,VFR,,,,,,,,,,,,METAR,677
"METAR CYEK 280100Z AUTO 03014KT 9SM -SN OVC014 M06/M07 A3004 RMK SLP176",CYEK,2026-04-28T01:00:00.000Z,61.0980,-94.0720,-6,-7,30,14,,9,30.04,1017.6,,TRUE,,,,,,,-SN,OVC,1400,,,,,,,MVFR,,,,,,,,,,,,METAR,7
"METAR CYEN 280100Z AUTO 33012G18KT CLR 04/M07 A3003 RMK VIS MISG SLP198",CYEN,2026-04-28T01:00:00.000Z,49.2070,-102.9630,4,-7,330,12,18,,30.03,1019.8,,TRUE,,,,,,,,,,,,,,,,null,,,,,,,,,,,,METAR,580
"METAR CYET 280100Z AUTO 06003KT 040V160 9SM CLR 10/M11 A2983 RMK SLP141 DENSITY ALT 3300FT",CYET,2026-04-28T01:00:00.000Z,53.5800,-116.4550,10,-11,60,3,,9,29.83,1014.1,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,925
"METAR CYFS 280100Z 13007KT 090V160 15SM FEW150 FEW250 08/M06 A2991 RMK AC1CI1 AC TR SLP143",CYFS,2026-04-28T01:00:00.000Z,61.7600,-121.2300,8,-6,130,7,,15,29.91,1014.3,,,,,,,,,,FEW,15000,FEW,25000,,,,,VFR,,,,,,,,,,,,METAR,174
"METAR CYGK 280100Z 01002KT 15SM FEW240 15/M01 A3013 RMK CI2 SLP205",CYGK,2026-04-28T01:00:00.000Z,44.2230,-76.5990,15,-1,10,2,,15,30.13,1020.5,,,,,,,,,,FEW,24000,,,,,,,VFR,,,,,,,,,,,,METAR,91
"METAR CYSF 280100Z AUTO VRB02KT 9SM OVC066 M00/M08 A3008 RMK SLP208",CYSF,2026-04-28T01:00:00.000Z,59.2520,-105.8370,0,-8,0,2,,9,30.08,1020.8,,TRUE,,,,,,,,OVC,6600,,,,,,,VFR,,,,,,,,,,,,METAR,238
"METAR CYSM 280100Z 21003KT 160V230 15SM FEW260 04/M07 A3004 RMK CI1 CI TR SLP191",CYSM,2026-04-28T01:00:00.000Z,60.0260,-111.9290,4,-7,210,3,,15,30.04,1019.1,,,,,,,,,,FEW,26000,,,,,,,VFR,,,,,,,,,,,,METAR,203
"METAR CYSN 280100Z 08005KT 15SM BKN240 12/08 A2999 RMK CI6 LAST STFD OBS/NXT 281100Z SLP157",CYSN,2026-04-28T01:00:00.000Z,43.1920,-79.1760,12,8,80,5,,15,29.99,1015.7,,,,,,,,,,BKN,24000,,,,,,,VFR,,,,,,,,,,,,METAR,96
"METAR CYTH 280100Z 34006KT 15SM OVC027 00/M05 A3001 RMK SC8 SLP182",CYTH,2026-04-28T01:00:00.000Z,55.8030,-97.8460,0,-5,340,6,,15,30.01,1018.2,,,,,,,,,,OVC,2700,,,,,,,MVFR,,,,,,,,,,,,METAR,212
"METAR CYTZ 280100Z AUTO 07016G21KT 9SM CLR 11/04 A3001 RMK SLP165",CYTZ,2026-04-28T01:00:00.000Z,43.6270,-79.3970,11,4,70,16,21,9,30.01,1016.5,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,76
"METAR CYUB 280100Z 05008KT 7SM VCFG OVC007 M05/M05 A3001 RMK SC8 CIG RAG SLP165",CYUB,2026-04-28T01:00:00.000Z,69.4340,-133.0260,-5,-5,50,8,,7,30.01,1016.5,,,,,,,,,VCFG,OVC,700,,,,,,,IFR,,,,,,,,,,,,METAR,5
"METAR CYUX 280100Z AUTO 23006KT 9SM BKN160 BKN180 M18/M21 A3024 RMK SLP244",CYUX,2026-04-28T01:00:00.000Z,68.7720,-81.2330,-18,-21,230,6,,9,30.24,1024.4,,TRUE,,,,,,,,BKN,16000,BKN,18000,,,,,VFR,,,,,,,,,,,,METAR,8
"METAR CYVC 280100Z 35006KT 15SM OVC033 M01/M07 A3007 RMK SC8 SLP209",CYVC,2026-04-28T01:00:00.000Z,55.1500,-105.2640,-1,-7,350,6,,15,30.07,1020.9,,,,,,,,,,OVC,3300,,,,,,,VFR,,,,,,,,,,,,METAR,378
"METAR CYVM 280100Z AUTO 00000KT 9SM CLR M17/M19 A3011 RMK SLP198",CYVM,2026-04-28T01:00:00.000Z,67.5520,-64.0260,-17,-19,0,0,,9,30.11,1019.8,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,3
"METAR CYVO 280100Z 15004KT 15SM SCT260 14/M02 A3004 RMK CI4 SLP184",CYVO,2026-04-28T01:00:00.000Z,48.0560,-77.7790,14,-2,150,4,,15,30.04,1018.4,,,,,,,,,,SCT,26000,,,,,,,VFR,,,,,,,,,,,,METAR,329
"METAR CYVQ 280100Z 26006KT 30SM FEW060 SCT130 BKN200 07/M01 A2990 RMK SC1AC3CI2 SC TR SLP133",CYVQ,2026-04-28T01:00:00.000Z,65.2780,-126.7960,7,-1,260,6,,30,29.90,1013.3,,,,,,,,,,FEW,6000,SCT,13000,BKN,20000,,,VFR,,,,,,,,,,,,METAR,63
"METAR CYVT 280100Z AUTO 03004KT 9SM CLR M01/M09 A3003 RMK SLP200",CYVT,2026-04-28T01:00:00.000Z,55.8420,-108.4180,-1,-9,30,4,,9,30.03,1020,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,438
"METAR CYYD 280100Z 34014G21KT 25SM SCT065 BKN210 16/M04 A2981 RMK SC1CS6 SC TR SLP105 DENSITY ALT 2400FT",CYYD,2026-04-28T01:00:00.000Z,54.8230,-127.1850,16,-4,340,14,21,25,29.81,1010.5,,,,,,,,,,SCT,6500,BKN,21000,,,,,VFR,,,,,,,,,,,,METAR,527
"METAR CYYE 280100Z 09006KT 30SM FEW050 FEW250 11/M06 A2988 RMK CU1CI1 CU TR SLP138",CYYE,2026-04-28T01:00:00.000Z,58.8390,-122.5900,11,-6,90,6,,30,29.88,1013.8,,,,,,,,,,FEW,5000,FEW,25000,,,,,VFR,,,,,,,,,,,,METAR,379
"METAR CYYG 280100Z 11007KT 15SM FEW240 05/M05 A3034 RMK CI1 SLP277",CYYG,2026-04-28T01:00:00.000Z,46.2890,-63.1280,5,-5,110,7,,15,30.34,1027.7,,,,,,,,,,FEW,24000,,,,,,,VFR,,,,,,,,,,,,METAR,48
"METAR CYYH 280100Z 17010KT 15SM BKN006 BKN036 BKN220 M15/M18 A3019 RMK SC5SC1CI1 SC TR SLP229",CYYH,2026-04-28T01:00:00.000Z,69.5430,-93.5680,-15,-18,170,10,,15,30.19,1022.9,,,,,,,,,,BKN,600,BKN,3600,BKN,22000,,,IFR,,,,,,,,,,,,METAR,19
"METAR CYYN 280100Z AUTO 08003KT 060V170 9SM CLR 01/M08 A3000 RMK SLP195",CYYN,2026-04-28T01:00:00.000Z,50.2920,-107.6910,1,-8,80,3,,9,30.00,1019.5,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,814
"METAR CYYU 280100Z 14011KT 15SM SCT170 BKN180 BKN190 OVC200 11/M01 A2982 RMK AC3AC3AC1CC1 SLP109",CYYU,2026-04-28T01:00:00.000Z,49.4160,-82.4700,11,-1,140,11,,15,29.82,1010.9,,,,,,,,,,SCT,17000,BKN,18000,BKN,19000,OVC,20000,VFR,,,,,,,,,,,,METAR,228
"METAR CYYY 280100Z 06005KT 30SM FEW240 06/03 A3023 RMK CI1 SLP239",CYYY,2026-04-28T01:00:00.000Z,48.6090,-68.2080,6,3,60,5,,30,30.23,1023.9,,,,,,,,,,FEW,24000,,,,,,,VFR,,,,,,,,,,,,METAR,43
"METAR CYZE 280100Z AUTO 11011KT 9SM BKN160 15/04 A2983 RMK SLP107 DENSITY ALT 900FT",CYZE,2026-04-28T01:00:00.000Z,45.8850,-82.5700,15,4,110,11,,9,29.83,1010.7,,TRUE,,,,,,,,BKN,16000,,,,,,,VFR,,,,,,,,,,,,METAR,189
"METAR CYZH 280100Z AUTO 11008KT 9SM CLR 08/M07 A2991 RMK ICE MISG SLP156",CYZH,2026-04-28T01:00:00.000Z,55.2930,-114.7730,8,-7,110,8,,9,29.91,1015.6,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,583
"METAR NGTA 280100Z 05004KT 9999 FEW019 SCT100 BKN300 30/24 Q1008",NGTA,2026-04-28T01:00:00.000Z,1.3810,173.1470,30,24,50,4,,6+,29.76,,,,,,,,,,,FEW,1900,SCT,10000,BKN,30000,,,VFR,,,,,,,,,,,,METAR,8
"METAR RJBT 280100Z VRB03KT 9999 FEW030 BKN/// 21/14 Q1011",RJBT,2026-04-28T01:00:00.000Z,35.5130,134.7870,21,14,0,3,,6+,29.85,,,,,,,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,172
"METAR RJNW 280100Z 20008KT 170V240 9999 FEW015 BKN/// 18/14 Q1011",RJNW,2026-04-28T01:00:00.000Z,37.2930,136.9620,18,14,200,8,,6+,29.85,,,,,,,,,,,FEW,1500,,,,,,,VFR,,,,,,,,,,,,METAR,222
"METAR RJOW 280100Z 22007KT 150V260 9999 FEW030 SCT160 BKN/// 22/11 Q1012",RJOW,2026-04-28T01:00:00.000Z,34.6760,131.7900,22,11,220,7,,6+,29.88,,,,,,,,,,,FEW,3000,SCT,16000,,,,,VFR,,,,,,,,,,,,METAR,54
"METAR RJSF 280100Z 20005KT 150V240 9999 FEW030 BKN/// 17/10 Q1012",RJSF,2026-04-28T01:00:00.000Z,37.2270,140.4280,17,10,200,5,,6+,29.88,,,,,,,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,373
"METAR ROIG 280100Z 13007KT 100V170 9999 FEW035 SCT/// 26/19 Q1015",ROIG,2026-04-28T01:00:00.000Z,24.3950,124.2450,26,19,130,7,,6+,29.97,,,,,,,,,,,FEW,3500,,,,,,,VFR,,,,,,,,,,,,METAR,37
"METAR FYLZ 280100Z AUTO /////KT //// // ////// 14/05 Q1016",FYLZ,2026-04-28T01:00:00.000Z,-26.6870,15.2430,14,5,,,,,30.00,,,TRUE,,,,,,,,,,,,,,,,null,,,,,,,,,,,,METAR,129
"METAR FYOG 280100Z AUTO 15020KT CAVOK 12/08 Q1020",FYOG,2026-04-28T01:00:00.000Z,-28.5850,16.4470,12,8,150,20,,6+,30.12,,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,6
"METAR FAKN 280100Z AUTO 08005KT //// // ////// 17/16 Q1018",FAKN,2026-04-28T01:00:00.000Z,-25.3830,31.1060,17,16,80,5,,,30.06,,,TRUE,,,,,,,,,,,,,,,,null,,,,,,,,,,,,METAR,864
"METAR CYKF 280100Z AUTO 09013G19KT 9SM CLR 12/02 A2998 RMK SLP156",CYKF,2026-04-28T01:00:00.000Z,43.4620,-80.3860,12,2,90,13,19,9,29.98,1015.6,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,312
"METAR PLCH 280100Z 09008KT 030V160 9999 SCT019 31/26 Q1007",PLCH,2026-04-28T01:00:00.000Z,1.9880,-157.3490,31,26,90,8,,6+,29.73,,,,,,,,,,,SCT,1900,,,,,,,VFR,,,,,,,,,,,,METAR,5
"METAR SBBW 280100Z AUTO 29003KT 240V310 CAVOK 25/22 Q1014",SBBW,2026-04-28T01:00:00.000Z,-15.8610,-52.3890,25,22,290,3,,6+,29.94,,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,354
"METAR DAOY 280100Z 11012KT CAVOK 16/05 Q1015",DAOY,2026-04-28T01:00:00.000Z,33.7210,1.0910,16,5,110,12,,6+,29.97,,,,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,1340
"METAR DAUI 280100Z 35004KT 7000 SCT046 28/04 Q1011",DAUI,2026-04-28T01:00:00.000Z,27.2510,2.5120,28,4,350,4,,4.35,29.85,,,,,,,,,,,SCT,4600,,,,,,,MVFR,,,,,,,,,,,,METAR,271
"METAR DAUK 280100Z 06007KT CAVOK 21/10 Q1010",DAUK,2026-04-28T01:00:00.000Z,33.0680,6.0890,21,10,60,7,,6+,29.82,,,,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,83
"METAR DAUO 280100Z 09010KT 060V120 6000 NSC 21/11 Q1011",DAUO,2026-04-28T01:00:00.000Z,33.5130,6.7820,21,11,90,10,,3.73,29.85,,,,,,,,,,,,,,,,,,,MVFR,,,,,,,,,,,,METAR,55
"METAR DAUT 280100Z 19006KT CAVOK 25/02 Q1009",DAUT,2026-04-28T01:00:00.000Z,29.2370,0.2760,25,2,190,6,,6+,29.79,,,,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,307
"METAR DAUU 280100Z 02004KT 8000 NSC 25/07 Q1010",DAUU,2026-04-28T01:00:00.000Z,31.9170,5.4130,25,7,20,4,,4.97,29.82,,,,,,,,,,,,,,,,,,,MVFR,,,,,,,,,,,,METAR,147
"METAR DAAP 280100Z 13005KT 6000 SCT040 28/02 Q1013",DAAP,2026-04-28T01:00:00.000Z,26.7240,8.6220,28,2,130,5,,3.73,29.91,,,,,,,,,,,SCT,4000,,,,,,,MVFR,,,,,,,,,,,,METAR,542
"METAR DAAY 280100Z 16006KT 8000 NSC 18/03 Q1016",DAAY,2026-04-28T01:00:00.000Z,33.5320,-0.2480,18,3,160,6,,4.97,30.00,,,,,,,,,,,,,,,,,,,MVFR,,,,,,,,,,,,METAR,1116
"METAR DAOF 280100Z 27022KT 8000 FEW046 17/12 Q1012",DAOF,2026-04-28T01:00:00.000Z,27.7000,-8.1670,17,12,270,22,,4.97,29.88,,,,,,,,,,,FEW,4600,,,,,,,MVFR,,,,,,,,,,,,METAR,441
